id,sentence,tane,henkei,tane extraction,henkei extraction,tane match,henkei match,tane match2,henkei match2,type,thres
418,魔除けのマヨけ？,魔除け,マヨけ？,,,,,,,,
419,怪盗の歌。カイトー♪カイトー♪<小人風に>,怪盗,カイトー♪カイトー♪<小人風に>,,,,,,,,
420,調薬あわずに腸焼く,調薬,腸焼く,,,,,,,,
421,きも<肝>って、キモイ,きも<肝>,キモイ,,,,,,,,
422,経済同友会はどうゆう会？,経済同友会,どうゆう会,,,,,,,,
423,ジャマイカで邪魔いいか？,ジャマイカ,邪魔いいか,,,,,,,,
424,高地にある高知県,高地,高知,,,,,,,,
425,菓子をペアにできたカシオペア,菓子をペア,カシオペア,,,,,,,,
426,ふすまが言った、ふっすまん,ふすま,ふっすまん,,,,,,,,
427,メッシは飯よりサッカーが好き,メッシ,飯,,,,,,,,
429,池におばちゃんが落っこちたお～ばっチャン,おばちゃん,お～ばっチャン,,,,,,,,
430,エクシーガで焼き鳥、え！串がささった？,エクシーガ,え！串が,,,,,,,,
431,川柳で大江千里優勝,川柳,千里優勝,,,,,,,,
432,マイアミの麻衣・亜美,マイアミ,麻衣・亜美,,,,,,,,
433,酔っぱらい、看板相手に、かん晩は～,看板,かん晩,,,,,,,,
434,洞窟のどう靴？,洞窟,どう靴？,,,,,,,,
436,アキバの秋場所,アキバ,秋場所,,,,,,,,
437,書記官の食器かん？,書記官,食器かん,,,,,,,,
438,チャペルで、ちゃべる？,チャペル,ちゃべる？,,,,,,,,
439,暑中見舞いをしょっちゅう二枚だす,暑中見舞い,しょっちゅう二枚,,,,,,,,
440,ハム買うさかなクンに歯向かう若菜、クンニ,ハム買うさかなクンに,歯向かう若菜、クンニ,,,,,,,,
441,大麻ばかり吸って仕事の怠慢,大麻,怠慢,,,,,,,,
442,チクワで有名な地区は？,チクワ,地区は,,,,,,,,
443,君の意見が妥当だとー？,妥当,だとー？,,,,,,,,
444,横須賀から洋行すか？,横須賀,洋行すか？,,,,,,,,
445,未完のミカン,未完,ミカン,,,,,,,,
446,りんごが足りんご,りんご,足りんご,,,,,,,,
447,平目喰うと、ひらめくぅ～,平目喰う,ひらめくぅ～,,,,,,,,
448,あんドーナツ食べて、安堵<あんど>した夏,あんドーナツ,安堵<あんど>した夏,,,,,,,,
449,あ、神戸が、あかんべ,あ、神戸,あかんべ,,,,,,,,
450,手、移植した医者が食う定食,手、移植,定食,,,,,,,,
451,那須岳で食べるのはナスだけ,那須岳,ナスだけ,,,,,,,,
452,ドルチェを食って、踊る千恵・・・,ドルチェ,踊る千恵,,,,,,,,
453,夫婦とフ～ウフ～ウしよう,夫婦,フ～ウフ～ウ,,,,,,,,
454,サボテンの世話<手入れ>、サボってん,サボテン,サボってん,,,,,,,,
455,カレー好きの彼,カレー,彼,,,,,,,,
456,アソコ洗うコアラ,アソコ,コアラ,,,,,,,,
457,デノミ頼み<だのみ>,デノミ,頼み<だのみ>,,,,,,,,
458,エリエールに絵里、エール,エリエール,絵里、エール,,,,,,,,
459,トレインが遅れるなんて、全くやっとれいん,トレイン,やっとれいん,,,,,,,,
460,このカニ、食べていいかに？,カニ,いいかに？,,,,,,,,
461,イルカに一矢報いるか？,イルカ,報いるか,,,,,,,,
462,大晦日に生みそうか？,大晦日,生みそうか？,,,,,,,,
463,大晦日に食べるラーメンは、おお、味噌か,大晦日,おお、味噌か,,,,,,,,
464,πrが、いっぱいある,πr,いっぱいある,,,,,,,,
466,この鳥はかもめかもめ<かもね>,かもめ,かもめ<かもね>,,,,,,,,
467,森は曇りだ,森,曇り,,,,,,,,
468,木刀に黙とう,木刀,黙とう,,,,,,,,
469,糖分は当分控えなさい,糖分,当分,,,,,,,,
470,柴田恭平を縛った強兵,恭平,強兵,,,,,,,,
471,蹴りちゃんと入れるケリー・チャン,蹴りちゃんと,ケリー・チャン,,,,,,,,
473,モーグルの選手は、もう、来る？,モーグル,もう、来る,,,,,,,,
474,センスがなくて、すみませんっす,センス,すみませんっす,,,,,,,,
475,盲腸になっちゃったんなら、もうちょうがないね,盲腸,もうちょうがないね,,,,,,,,
476,黒酢をクローズアップ,黒酢,クローズアップ,,,,,,,,
477,シケインで死刑,シケイン,死刑,,,,,,,,
478,漫画を読めば心は円満か？,漫画,円満か？,,,,,,,,
479,電卓でおでん炊く,電卓,おでん炊く,,,,,,,,
480,アレキサンダー大王の下着、あれ臭いんだ～,アレキサンダー大王,あれ臭いんだ～,,,,,,,,
482,コンパで疲労困憊,コンパ,困憊,,,,,,,,
483,けつがかゆいこのもんだいは、どうやってかいけつするんだ？,けつ,かいけつ,,,,,,,,
485,ドル買いがイケてると、気取るGUY,ドル買い,気取るGUY,,,,,,,,
486,潜水艦で節水かん？,潜水艦,節水かん？,,,,,,,,
487,観念したら、あかんねん,観念,あかんねん,,,,,,,,
488,親方が言った。「おや勝ったか？」,親方,おや勝ったか？,,,,,,,,
489,カナダは、はるかカナダにある,カナダ,はるかカナダ,,,,,,,,
490,執刀に嫉妬,執刀,嫉妬,,,,,,,,
491,原発再稼動の裁可、どう？,裁可、どう？,再稼動,,,,,,,,
492,擦過傷を原因はサッカーでしょう？,擦過傷,サッカーでしょう？,,,,,,,,
493,欧州の挨拶は、オゥッシュー,欧州,オゥッシュー,,,,,,,,
494,鉄運ぶのてつだおうか,鉄,てつだおう,,,,,,,,
495,紹介状から出火した。消そうとしたけど、消化異常,紹介状,消化異常,,,,,,,,
496,講習会で講師誘拐,講習会,講師誘拐,,,,,,,,
497,ドラキュラが青い血を飲んだ。あーおいちー。<おいしい>,青い血,あーおいちー。<おいしい>,,,,,,,,
498,ベッテルが喋ってる,ベッテル,喋ってる,,,,,,,,
499,タンゴ踊る前に食べる団子,タンゴ,団子,,,,,,,,
500,鷹をどうしたか？,鷹,どうしたか？,,,,,,,,
501,ダメージは明治に受けた,ダメージ,明治,,,,,,,,
502,「ふふふふふふふふふふ」で豆腐<ふが10こ>,豆腐,ふふふふふふふふふふ,,,,,,,,
503,もやしを燃やしちまおう,もやし,燃やし,,,,,,,,
504,当校は投降します,当校,投降,,,,,,,,
505,トレンドマイクロの技術者、獲れんど！まぁいい苦労,トレンドマイクロ,獲れんど！まぁいい苦労,,,,,,,,
506,オカマ居た地でカマイタチ,オカマ居た地,カマイタチ,,,,,,,,
507,ストーブがすっとぶ,ストーブ,すっとぶ,,,,,,,,
508,水族館ですい臓食うかん？,水族館,すい臓食うかん？,,,,,,,,
509,ウォーレンは上手く魚、売れん,ウォーレン,売れん,,,,,,,,
510,杖はつええ,杖,つええ,,,,,,,,
511,レールの上を走れーる,レール,走れーる,,,,,,,,
512,最近のワイドショーのネタは、賄賂っしょー？,ワイドショー,賄賂っしょー？,,,,,,,,
513,トナカイに乗っているのはドナーかい？,トナカイ,ドナーかい？,,,,,,,,
514,社員に採用<しゃいよう>してくだしゃいんよー,社員,採用<しゃいよう>くだしゃいんよー,,,,,,,,
515,お魚が好きなのは、おっさんかな？,お魚,おっさんかな？,,,,,,,,
516,松を粗末にする,松,粗末,,,,,,,,
517,C号棟前で、タクシー強盗,C号棟,タクシー強盗,,,,,,,,
518,メジロに命じろ,メジロ,命じろ,,,,,,,,
519,インゲンについて、何か意見はありますか？,インゲン,意見,,,,,,,,
520,テストですと？,テスト,ですと？,,,,,,,,
521,ハワイ州が生まれの人の、歯は異臭が…,ハワイ州,歯は異臭,,,,,,,,
522,スイミングの後は睡眠グー,スイミング,睡眠グー,,,,,,,,
523,カブで泣いてる姿が目に浮かぶ,カブ,浮かぶ,,,,,,,,
524,オーケストラの『オ』を消すトラ,オーケストラ,『オ』を消すトラ,,,,,,,,
525,暴行したのは、ぼーくー<僕>じゃないよ,暴行,ぼーくー<僕>,,,,,,,,
526,栃木にある糸ちぎる,栃木,糸ちぎる,,,,,,,,
527,アトランタに行く理由は、あと何だ？,アトランタ,あと何だ？,,,,,,,,
528,宴会開いてもらえんかい？,宴会,もらえんかい,,,,,,,,
529,ウツボの思う壺,ウツボ,思う壺,,,,,,,,
531,医師の意思かい？,医師,意思,,,,,,,,
532,あ！いす　にアイス落ちたー,あ！いす,アイス,,,,,,,,
533,クレーターのこと聞かれたけど、しらばっくれーたー,クレーター,しらばっくれーたー,,,,,,,,
534,按摩してくれたら、あんまん買ってあげる,按摩,あんまん,,,,,,,,
535,このミカンは、いかん,ミカン,いかん,,,,,,,,
536,家入り込んだら「ハイ、離婚だ！」,入り込んだ,ハイ、離婚だ,,,,,,,,
537,「稚内の輪っか無いの？」「分っかんないの。」,稚内,輪っか無いの？分っかんないの,,,,,,,,
538,マイナスな人を、まぁ、いなす,マイナス,まぁ、いなす,,,,,,,,
539,予想するのはヨソウ<-＿->,予想,ヨソウ,,,,,,,,
540,剣先の検査危険,剣先,検査危険,,,,,,,,
542,レモンが取れんもん,レモン,取れんもん,,,,,,,,
543,タラちゃんたらちゃんとしなさい,タラちゃん,たらちゃんと,,,,,,,,
544,マーキュリーで穫れる作物は、まぁ、キュウリ,マーキュリー,まぁ、キュウリ,,,,,,,,
545,ボカチカのタイムリーでほぼ勝ちか,ボカチカ,ほぼ勝ちか,,,,,,,,
546,夏みかん食べるのは、なぁ、罪か？,夏みかん,なぁ、罪か？,,,,,,,,
547,イランの花魁<おいらん>,イラン,花魁<おいらん>,,,,,,,,
548,トドの行列がとどこおっている,トド,とどこおって,,,,,,,,
549,Aはええ,A,ええ,,,,,,,,
550,分解されたのは大部分かい？,分解,大部分かい？,,,,,,,,
551,ナマズの甘酢漬け,ナマズ,甘酢,,,,,,,,
552,治験空洞化だから、これから治験で食うのはどうか？,治験空洞化,治験で食うのはどうか？,,,,,,,,
553,少年と何しょんねん？,少年,何しょんねん？,,,,,,,,
554,カーテンについた寒天,カーテン,寒天,,,,,,,,
555,港へみんなと行く,港,みんなと,,,,,,,,
556,蟻が鯛もらって「ありがたい」,蟻が鯛,ありがたい,,,,,,,,
557,悟空が動く,悟空,動く,,,,,,,,
558,銃で武装の獣、デブそう,銃で武装,獣、デブそう,,,,,,,,
559,『勇猛果敢』は、youもう書かん,勇猛果敢,youもう書かん,,,,,,,,
560,契約更改を公開,更改,公開,,,,,,,,
561,開いた点差に平井、勃てんさ,開いた点差,平井、勃てんさ,,,,,,,,
562,イチジクを一時<いちじ>急に食べたくなった,イチジク,一時<いちじ>急,,,,,,,,
563,サソリモドキもサソリもどきなさい,サソリモドキ,サソリもどきなさい,,,,,,,,
564,怖いハワイ,怖い,ハワイ,,,,,,,,
565,屋台のしごとは、やーたいへんだね,屋台,やーたいへん,,,,,,,,
566,アンズを案ずる,アンズ,案ずる,,,,,,,,
567,カイコスで解雇する,カイコス,解雇する,,,,,,,,
568,雁<がん>にガン飛ばす,雁<がん>,ガン飛ばす,,,,,,,,
569,武藤敬司に納税の義務、問う刑事,武藤敬司,義務、問う刑事,,,,,,,,
570,慌しい中やったテスト、アは正しい,慌しい,アは正しい,,,,,,,,
572,宅麻伸を叩くマシン,宅麻伸,叩くマシン,,,,,,,,
573,大晦日の調味料と言えば、お味噌か,大晦日,お味噌か,,,,,,,,
574,キックが効<き>っく,キック,効<き>っく,,,,,,,,
575,今日こそはイワナ食べるって言ったじゃない！それは言わな,イワナ,言わな,,,,,,,,
576,秘湯<ひとう>の、ひとーつ,秘湯<ひとう>,ーつ,,,,,,,,
577,矢良内科でヤラないか？,矢良内科,ヤラないか？,,,,,,,,
578,感激するかと思いきや菅、激する,感激する,菅、激する,,,,,,,,
579,カメラの使い方わからないのか？この亀らが,カメラ,亀ら,,,,,,,,
580,水戸よ、見とれ,水戸,見とれ,,,,,,,,
581,生姜が無いって。しょうがないなー,生姜が無い,しょうがない,,,,,,,,
582,捜索再開のソーサ、臭いかい？,捜索再開,ソーサ、臭いかい？,,,,,,,,
583,名古屋市の、派手な女子やし,名古屋市,派手な女子やし,,,,,,,,
584,仏像はぶつぞー,仏像,ぶつぞー,,,,,,,,
585,朝の言うことを言う、浅野夕子,朝の言うこと,浅野夕子,,,,,,,,
586,傷んだ廊下にいたんだろうか？,傷んだ廊下,いたんだろうか？,,,,,,,,
587,播磨の針まだ？,播磨,針まだ？,,,,,,,,
588,調布で体調不良,調布,体調不良,,,,,,,,
589,スイカをスイカしましょうか？,スイカ,スイカしましょうか？,,,,,,,,
590,長崎の西海学園、最下位です,西海,最下位,,,,,,,,
591,リンスを取ってくりんす？,リンス,取ってくりんす？,,,,,,,,
592,でも入間にははいるまい,入間,いるまい,,,,,,,,
593,カキはカーキ色,カキ,カーキ色,,,,,,,,
594,「そう言えば」→「総入れ歯」,そう言えば,総入れ歯,,,,,,,,
595,海上の会場の開場の異常。以上,海上,会場開場異常以上,,,,,,,,
596,メッカでめっかった,メッカ,めっかった,,,,,,,,
597,ミカンは栽培には、向かん,ミカン,向かん,,,,,,,,
598,木の実のジュースを一気飲み,木の実,一気飲み,,,,,,,,
599,アルタイルが刻まれた、あるタイル,アルタイル,あるタイル,,,,,,,,
600,イギリスは、粋<いき>です,イギリス,粋<いき>です,,,,,,,,
602,モンブランに変なもんぶらーん,モンブラン,変なもんぶらーん,,,,,,,,
603,飲み会開いたのは君の頼みかい？,飲み会,頼みかい？,,,,,,,,
605,一晩中トランプしてて寝とらんぷ,トランプ,寝とらんぷ,,,,,,,,
606,辰の年に、ドラゴンが、立つ,辰,立つ,,,,,,,,
607,義父に飽きたなら、岐阜に秋田奈良,義父に飽きたなら,岐阜に秋田奈良,,,,,,,,
608,鬼退治を、大仁田「イージー」,鬼退治,大仁田「イージー」,,,,,,,,
609,小学館で生姜食う菅直人,小学館,生姜食う菅,,,,,,,,
610,「ケダモノ！」と、くだものが口を揃えて言った,ケダモノ,くだもの,,,,,,,,
611,マジックをまあ、じかに教えてくれるの？,マジック,まあ、じかに,,,,,,,,
612,寒天買ってん？,寒天,買ってん？,,,,,,,,
614,ミッキーの幹,ミッキー,幹,,,,,,,,
615,相撲取りが驚いた「ドヒョー。」,相撲取り,「ドヒョー。」,,,,,,,,
616,民主党は、本当に、民衆の党？,民主党,民衆の党？,,,,,,,,
617,唐沢の空騒ぎ・・・,唐沢,空騒ぎ,,,,,,,,
618,キーボードの希望どう？,キーボード,希望どう？,,,,,,,,
619,マスターした人は、まぁ、スター,マスター,まぁ、スター,,,,,,,,
620,私の味噌汁は自家製味噌がミソ,味噌汁,ミソ,,,,,,,,
621,自動ドアの字どーだ？,自動ドア,字どーだ？,,,,,,,,
622,この帽子こんなに高いの？　ぼうして？,帽子,ぼうして？,,,,,,,,
623,アキレス腱が切れたのは秋です,アキレス腱,秋です,,,,,,,,
624,阪神優勝は、半信半疑,阪神,半信半疑,,,,,,,,
625,世界史の先生の仕返し,世界史,仕返し,,,,,,,,
626,サツが来そうな皐月<さつき>賞,サツが来そうな,皐月<さつき>賞,,,,,,,,
627,シーマンが言った。「うれシーマン!,シーマン,うれシーマン!,,,,,,,,
629,真鯛は、ホンマ大好き,真鯛,ホンマ大好き,,,,,,,,
630,ヤナギを見ると嫌<や>な気がする,ヤナギ,嫌<や>な気が,,,,,,,,
631,メートル法を作った人が目ー取る,メートル,目ー取る,,,,,,,,
632,メンマ食べちゃってごめんまさい,メンマ,ごめんまさい,,,,,,,,
633,磁気の色は金色<こんじき>,磁気,金色<こんじき>,,,,,,,,
